ArtikelNr;Beschreibung;Beschreibung2;T24ID;POG;PUG;REF;HANDLING;FAKTOR;ORIGINAL;Prio
066018170;Toyo 235/30 ZR20 XL  (88Y)  TL;Proxes T1 Sport # 2412506;247697;140,3;120,658;4;0;;-1;1
066018310;Toyo 235/55 R 18 100 V   TL;Proxes T1 Sport SUV # 1597883;278937;97,1;83,506;4;0;;-1;1
066019600;Toyo 205/60 R 13  86 H   TL;Proxes R888 SG # 2244030;239184;124;106,64;4;0;;-1;1
066019820;Toyo 245/45 ZR18  (100Y)  TL;Proxes T1 Sportplus # 2321808;301004;111;95,46;4;0;;-1;1
066019850;Toyo 205/70 R 15  96 S   TL;Open Country A/T+ # 1584395;296496;63,4;54,524;4;0;;-1;1
066019860;Toyo 215/75 R 15 100 T   TL;Open Country A/T+ # 1582005;302597;63,1;54,266;4;0;;-1;1
066019890;Toyo 245/65 R 17 111 H   TL;Open Country A/T+ # 1589708;302098;90;77,4;4;0;;-1;1
066019900;Toyo 215/65 R 16  98 H   TL;Open Country A/T+ # 1588830;308787;60,4;51,944;4;0;;-1;1
066019970;Toyo 255/65 R 16 109 H   TL;Open Country A/T+ # 1589005;307296;83,8;72,068;4;0;;-1;1
066019980;Toyo 225/75 R 15 102 T   TL;Open Country A/T+ # 1582405;307290;66,7;57,362;4;0;;-1;1
066020040;Toyo 235/70 R 16 106 T   TL;Open Country A/T+ # 1586902;310973;73;62,78;4;0;;-1;1
066020230;Toyo 205/55 R 15  88 V   TL;Proxes T1R # 2282895;313161;58,6;50,396;4;0;;-1;1
066020270;Toyo 215/45 R 15  84 V   TL;Proxes T1R # 2311755;333084;79,9;68,714;4;0;;-1;1
066020370;Toyo 255/30 ZR21 XL  93 Y   TL;Proxes T1R # 2420005;344333;181,9;156,434;4;0;;-1;1
066020380;Toyo 255/30 ZR22 XL  95 Y   TL;Proxes T1R # 2420205;313165;173,2;148,952;4;0;;-1;1
066020850;Toyo 225/50 R 17 XL  98 V   TL;Proxes CF 2 # 2311030;303384;84,6;72,756;4;0;;-1;1
066021160;Toyo 215/60 R 17  96 H   TL;Proxes CF 2S # 2266466;310942;76,5;65,79;4;0;;-1;1
066021310;Toyo 215/65 R 16 C 106 T   TL;H 08 # 1486055;322123;74,4;63,984;4;0;;-1;1
066021480;Toyo 215/65 R 16  98 H   TL;Proxes CF 2 SUV # 1588835;322480;58,4;50,224;4;0;;-1;1
066021510;Toyo 205/70 R 15  96 H   TL;Proxes CF 2 SUV # 1584510;321767;58,8;50,568;4;0;;-1;1
066021520;Toyo 225/60 R 18 100 H   TL;Proxes CF 2 SUV # 1593475;323976;87,2;74,992;4;0;;-1;1
066021550;Toyo 225/60 R 17  99 H   TL;Proxes CF 2 SUV # 1592720;327267;80,3;69,058;4;0;;-1;1
066021790;Toyo 235/45 ZR18  (98Y)  TL;Proxes T1 Sport+ # 2321782;318860;105,5;90,73;4;0;;-1;1
066021850;Toyo 235/40 ZR18  (95Y)  TL;Proxes T1 Sport+ # 2359904;318858;90,5;77,83;4;0;;-1;1
066021870;Toyo 195/55 ZR16 RF  91 V   TL;Proxes T1R # 2285013;300472;54,1;46,526;4;0;;-1;1
066021910;Toyo 215/45 ZR17 RF  91 W   TL;Proxes T1R # 2320328;322404;63,1;54,266;4;0;;-1;1
066022130;Toyo 215/55 R 18  95 H   TL;Open Country A20B # 1597838;313149;85,8;73,788;4;0;;-1;1
066022160;Toyo 215/50 R 18  92 V   TL;Proxes R40 # 2310947;323967;99;85,14;4;0;;-1;1
066023290;Toyo 205/50 ZR15  86 W   TL;Proxes R888 R GG # 2303550;321765;124,8;107,328;4;0;;-1;1
066023600;Toyo 205/50 R 17 XL  93 W   TL;Proxes CF 2 # 2310110;327289;69,5;59,77;4;0;;-1;1
066023610;Toyo 225/60 R 18 100 W   TL;Proxes CF 2 # 2269010;337149;92,2;79,292;4;0;;-1;1
066023620;Toyo 235/60 R 17 102 H   TL;Proxes CF 2 SUV # 1592752;346775;88,9;76,454;4;0;;-1;1
066023680;Toyo 165/65 R 14  79 T   TL;Proxes C 100+ # 13110654;352685;28,4;24,424;4;0;;-1;1
066023690;Toyo 175/70 R 14  84 T   TL;Proxes C 100+ # 12161581;352971;34;29,24;4;0;;-1;1
066023700;Toyo 175/65 R 14  82 H   TL;Proxes C 100+ # 12652224;352687;30,2;25,972;4;0;;-1;1
066023710;Toyo 185/60 R 14  82 H   TL;Proxes C 100+ # 10902312;352688;32;27,52;4;0;;-1;1
066023720;Toyo 185/60 R 15  84 H   TL;Proxes C 100+ # 18000660;352972;39,6;34,056;4;0;;-1;1
066023730;Toyo 185/65 R 14  86 H   TL;Proxes C 100+ # 12672926;352689;33,6;28,896;4;0;;-1;1
066023740;Toyo 185/65 R 15  88 H   TL;Proxes C 100+ # 13122261;352981;38,2;32,852;4;0;;-1;1
066023750;Toyo 215/60 R 17  96 H   TL;Proxes C 100+ S # 18170949;352720;72,6;62,436;4;0;;-1;1
066023760;Toyo 215/70 R 16 100 H   TL;Proxes C 100+ S # 15571519;352691;56,7;48,762;4;0;;-1;1
066023770;Toyo 225/60 R 18 100 H   TL;Proxes C 100+ S # 15190477;352692;83;71,38;4;0;;-1;1
066023790;Toyo 185/55 R 15  82 V   TL;Proxes C 100+ # 14891153;352984;42;36,12;4;0;;-1;1
066023800;Toyo 195/50 R 15  82 V   TL;Proxes C 100+ # 13591369;352987;34,4;29,584;4;0;;-1;1
066023820;Toyo 195/55 R 16  87 V   TL;Proxes C 100+ # 18860740;352988;51,5;44,29;4;0;;-1;1
066023830;Toyo 195/60 R 15  88 V   TL;Proxes C 100+ # 10882737;352989;41,1;35,346;4;0;;-1;1
066023840;Toyo 195/65 R 15  91 V   TL;Proxes C 100+ # 13143498;352695;34,3;29,498;4;0;;-1;1
066023850;Toyo 205/55 R 16  91 V   TL;Proxes C 100+ # 13812748;352696;40,6;34,916;4;0;;-1;1
066023870;Toyo 205/60 R 16  92 V   TL;Proxes C 100+ # 17251236;352697;52,3;44,978;4;0;;-1;1
066023880;Toyo 205/65 R 15  94 V   TL;Proxes C 100+ # 13183465;352991;49,7;42,742;4;0;;-1;1
066023890;Toyo 215/55 R 16  93 V   TL;Proxes C 100+ # 15061596;352698;56,9;48,934;4;0;;-1;1
066023900;Toyo 225/55 R 16  95 V   TL;Proxes C 100+ # 14931007;352699;63,2;54,352;4;0;;-1;1
066023910;Toyo 215/55 R 18 XL  99 V   TL;Proxes C 100+ S # 11260438;352721;80,6;69,316;4;0;;-1;1
066023920;Toyo 215/65 R 16 102 V   TL;Proxes C 100+ S # 15941863;352722;55;47,3;4;0;;-1;1
066023930;Toyo 225/55 R 18  98 V   TL;Proxes C 100+ S # 10330491;352723;86;73,96;4;0;;-1;1
066023940;Toyo 225/60 R 17  99 V   TL;Proxes C 100+ S # 17550500;352724;77,3;66,478;4;0;;-1;1
066023960;Toyo 235/60 R 18 107 V   TL;Proxes C 100+ S # 19940454;352701;88,6;76,196;4;0;;-1;1
066023970;Toyo 235/65 R 17 108 V   TL;Proxes C 100+ S # 19200574;352703;75,2;64,672;4;0;;-1;1
066023980;Toyo 255/55 R 18 XL 109 V   TL;Proxes C 100+ S # 17310607;352704;83;71,38;4;0;;-1;1
066023990;Toyo 205/50 R 17  89 W   TL;Proxes C 100+ # 15471026;352992;63,5;54,61;4;0;;-1;1
066024000;Toyo 215/45 R 17 XL  91 W   TL;Proxes C 100+ # 16531065;352725;59,6;51,256;4;0;;-1;1
066024010;Toyo 225/40 R 18 XL  92 W   TL;Proxes C 100+ # 18550407;352705;61,9;53,234;4;0;;-1;1
066024020;Toyo 225/45 R 17 XL  94 W   TL;Proxes C 100+ # 15481234;352706;56,8;48,848;4;0;;-1;1
066024040;Toyo 235/45 R 17  94 W   TL;Proxes C 100+ # 17210750;352993;61,5;52,89;4;0;;-1;1
066024050;Toyo 245/40 R 18 XL  97 W   TL;Proxes C 100+ # 19060373;352711;85,3;73,358;4;0;;-1;1
066024060;Toyo 245/45 R 17  95 W   TL;Proxes C 100+ # 12260482;352713;88,3;75,938;4;0;;-1;1
066024070;Toyo 255/35 ZR19 XL  96 W   TL;Proxes C 100+ # 1032900;391313;97,2;83,592;4;0;;-1;1
066024080;Toyo 255/70 R 18 113 T   TL;Open Country A/T+ # 3951300;350575;109,6;94,256;4;0;;-1;1
066024140;Toyo 195/60 R 16 XL  93 H   TL;Snowprox S943 # 3955100;364770;58,3;50,138;4;0;;-1;1
066024180;Toyo 205/55 R 16 XL  94 V   TL;Snowprox S954 # 3952500;360984;57,4;49,364;4;0;;-1;1
066024220;Toyo 215/55 R 17 XL  98 V   TL;Snowprox S954 # 3952700;360986;86,6;74,476;4;0;;-1;1
066024340;Toyo 235/45 R 17 XL  97 V   TL;Snowprox S954 # 3953300;360992;95,9;82,474;4;0;;-1;1
066024350;Toyo 245/45 R 18 XL 100 V   TL;Snowprox S954 # 3954200;368034;94,3;81,098;4;0;;-1;1
066024480;Toyo 255/30 R 19 XL  91 W   TL;Snowprox S954 # 3955900;367364;130,7;112,402;4;0;;-1;1
066024550;Toyo 175/65 R 14 XL  86 T   TL;Celsius # 3801600;360623;38,8;33,368;4;0;;-1;1
066024700;Toyo 185/60 R 15  84 T   TL;Celsius # 3802900;360632;37,3;32,078;4;0;;-1;1
066024760;Toyo 185/55 R 15  82 H   TL;Celsius # 3803500;360642;46,3;39,818;4;0;;-1;1
066024780;Toyo 195/55 R 16  87 H   TL;Celsius # 3803700;360637;58,3;50,138;4;0;;-1;1
066024810;Toyo 205/55 R 16  91 H   TL;Celsius # 3804000;360643;50,7;43,602;4;0;;-1;1
066024870;Toyo 215/65 R 16 XL 102 V   TL;Open Country U/T # 3800200;356265;60,7;52,202;4;0;;-1;1
066024890;Toyo 215/55 R 18 XL  99 V   TL;Open Country U/T # 3800400;354446;85,5;73,53;4;0;;-1;1
066024920;Toyo 225/60 R 18 100 H   TL;Open Country U/T # 1593477;353779;87,2;74,992;4;0;;-1;1
066024930;Toyo 245/70 R 16 XL 111 H   TL;Open Country U/T # 1587310;340745;77,1;66,306;4;0;;-1;1
066024960;Toyo 215/65 R 16  98 H   TL;Open Country U/T # 1588840;340735;60;51,6;4;0;;-1;1
066024980;Toyo 225/65 R 17 102 H   TL;Open Country U/T # 1589569;340738;80,6;69,316;4;0;;-1;1
066025170;Toyo33 x 12.50 R 15 108P TL;Open Country M/T P.O.R. # 1457202;318853;124;106,64;4;0;;-1;1
066025180;Toyo31 x 10.50 R 15 109P TL;Open Country M/T P.O.R. # 1494612;313690;100,7;86,602;4;0;;-1;1
066025190;Toyo 225/45 R 17  91 H   TL;Snowprox S943 # 3363425;260880;75,3;64,758;4;0;;-1;1
066025490;Toyo 255/55 R 19 XL 111 H   TL;Open Country A/T+ # 1598312;340509;125,6;108,016;4;0;;-1;1
066025510;Toyo 215/70 R 16 100 H   TL;Open Country A/T+ # 3951400;307299;66,8;57,448;4;0;;-1;1
066025520;Toyo 225/70 R 16 103 H   TL;Open Country A/T+ # 3951500;362280;71,9;61,834;4;0;;-1;1
066026020;Toyo 215/55 R 16  93 W   TL;Proxes CF 2 # 2289005;340019;64;55,04;4;0;;-1;1
066026200;Toyo 235/55 R 19 101 W   TL;Open Country U/T # 3804400;378256;105,4;90,644;4;0;;-1;1
066026220;Toyo 225/55 ZR17 XL 101 Y   TL;Proxes Sport # 3961700;381301;78,4;67,424;4;0;;-1;1
066026400;Toyo 245/40 ZR17 XL  95 Y   TL;Proxes Sport # 3960300;378268;84,5;72,67;4;0;;-1;1
066026530;Toyo 265/35 ZR18 XL  (97Y)  TL;Proxes Sport # 3963700;386336;110,3;94,858;4;0;;-1;1
066026790;Toyo 205/55 R 16  91 V   TL;TYJ48 J # 1201100;383804;47,8;41,108;4;0;;-1;1
066026920;Toyo 215/80 R 15 102 H   TL;Open Country A/T + # 3971400;386272;63,3;54,438;4;0;;-1;1
066026940;Toyo 205/75 R 15  97 T   TL;Open Country A/T + # 3971500;388802;64;55,04;4;0;;-1;1
066026950;Toyo 215/70 R 15  98 T   TL;Open Country A/T + # 3971100;386271;62;53,32;4;0;;-1;1
066026970;Toyo 265/70 R 17 115 T   TL;Open Country A/T + # 3971800;389456;101,4;87,204;4;0;;-1;1
066027040;Toyo 225/70 R 16 103 H   TL;Open Country U/T # 3970500;389543;72,4;62,264;4;0;;-1;1
066027060;Toyo 235/60 R 16 100 H   TL;Open Country U/T # 3970400;385075;72,3;62,178;4;0;;-1;1
066027160;Toyo 225/60 R 17  99 V   TL;Open Country U/T # 1033200;379849;86,8;74,648;4;0;;-1;1
066027170;Toyo 225/55 R 18  98 V   TL;Open Country U/T # 1033400;373397;91,6;78,776;4;0;;-1;1
066090929;Toyo 215/55 R 17 XL  98 V   TL;Proxes NE 02 -DOT 12-;238083;66,3;57,018;4;1;0,85;;1
066090967;Toyo 215/50 ZR16  90 W   TL;Proxes R888 2G -DOT 13-;163975;113,2;97,352;4;1;0,9;;1
066090974;Toyo 275/60 R 17 111 V   TL;Proxes S/T -DOT 13-;25590;68,7;59,082;4;1;0,9;;1
066091014;Toyo 235/70 R 16 106 H   TL;Open Country W/T -DOT 12-;55546;46,3;39,818;4;1;0,85;;1
066091110;Toyo 215/50 R 17 XL  95 V   TL;Proxes NE 02 -DOT 13-;238085;50,3;43,258;4;1;0,9;;1
066091110;Toyo 215/50 R 17 XL  95 V   TL;Proxes NE 02 -DOT 13-;239463;50,3;43,258;4;1;0,87;;1
066091124;Toyo 205/55 ZR16  91 W   TL;Proxes T1R MFS -DOT 14-;32016;42,2;36,292;4;1;0,92;;1
066091124;Toyo 205/55 ZR16  91 W   TL;Proxes T1R MFS -DOT 14-;303651;42,2;36,292;4;1;0,92;;1
066091125;Toyo 195/45 R 16  80 V   TL;Proxes T1R -DOT 14-;372097;46,5;39,99;4;0;;-1;1
066091125;Toyo 195/45 R 16  80 V   TL;Proxes T1R -DOT 14-;31787;46,5;39,99;4;1;0,92;;1
066091125;Toyo 195/45 R 16  80 V   TL;Proxes T1R -DOT 14-;313163;46,5;39,99;4;1;0,92;;1
066091127;Toyo 275/40 R 20 RF 106 V   TL;Open Country W/T -DOT 13-;369801;103,5;89,01;4;0;;-1;1
066091127;Toyo 275/40 R 20 RF 106 V   TL;Open Country W/T -DOT 13-;49784;103,5;89,01;4;1;0,87;;1
066091129;Toyo 155/60 R 15  74 T   TL;Snowprox S943 -DOT 13-;58594;31,8;27,348;4;1;0,87;;1
066091129;Toyo 155/60 R 15  74 T   TL;Snowprox S943 -DOT 13-;260694;31,8;27,348;4;1;0,87;;1
066091130;Toyo 225/60 R 16 C 105 T   TL;H 08 -DOT 14-;373350;87,1;74,906;4;0;;-1;1
066091130;Toyo 225/60 R 16 C 105 T   TL;H 08 -DOT 14-;313116;87,1;74,906;4;1;0,92;;1
066091135;Toyo 205/50 ZR16  87 W   TL;Proxes T1R -DOT 14-;340399;50,7;43,602;4;1;0,92;;1
066091135;Toyo 205/50 ZR16  87 W   TL;Proxes T1R -DOT 14-;322152;50,7;43,602;4;1;0,92;;1
066091138;Toyo 265/35 R 19 XL  98 Y   TL;Proxes T1 A AO -DOT 14-;384030;115,7;99,502;4;1;0,92;;1
066091138;Toyo 265/35 R 19 XL  98 Y   TL;Proxes T1 A AO -DOT 14-;66046;115,7;99,502;4;1;0,92;;1
066091138;Toyo 265/35 R 19 XL  98 Y   TL;Proxes T1 A AO -DOT 14-;328769;115,7;99,502;4;1;0,92;;1
066091138;Toyo 265/35 R 19 XL  98 Y   TL;Proxes T1 A AO -DOT 14-;59723;115,7;99,502;4;1;0,92;;1
066091138;Toyo 265/35 R 19 XL  98 Y   TL;Proxes T1 A AO -DOT 14-;66046;115,7;99,502;4;1;0,92;;1
066091145;Toyo 195 R 14 C 106/104 R  TL;H 09 -DOT 14-;27843;49,5;42,57;4;1;0,92;;1
066091148;Toyo 235/35 ZR19  87 Y   TL;Proxes R888 GG -DOT 14-;379603;227,5;195,65;4;0;;-1;1
066091149;Toyo 205/70 R 15 C 106 S   TL;H 08 -DOT 14-;321827;55,6;47,816;4;1;0,92;;1
066091152;Toyo 255/55 R 19 XL 111 V   TL;Proxes T1 Sport SUV -DOT 14-;378379;96,8;83,248;4;0;;-1;1
066091152;Toyo 255/55 R 19 XL 111 V   TL;Proxes T1 Sport SUV -DOT 14-;322136;96,8;83,248;4;1;0,92;;1
066091152;Toyo 255/55 R 19 XL 111 V   TL;Proxes T1 Sport SUV -DOT 14-;246408;96,8;83,248;4;1;0,92;;1
066091153;Toyo 225/75 R 16 C 118 S   TL;Open Country H/T WRL -DOT 14-;323778;69,7;59,942;4;1;0,92;;1
066091154;Toyo 305/30 ZR20 XL 103 Y   TL;Proxes T1R -DOT 14-;353569;154,7;133,042;4;1;0,92;;1
066091156;Toyo 195/55 R 14  82 V   TL;Proxes T1R MFS -DOT 14-;313160;54,1;46,526;4;1;0,92;;1
066091161;Toyo 175/65 R 14 C 90/88 T  TL;H 08 -DOT 14-;38860;44,1;37,926;4;1;0,92;;1
066091162;Toyo 225/55 ZR16 RF  99 Y   TL;Proxes T1 Sport -DOT 14-;240141;61,4;52,804;4;1;0,92;;1
066091163;Toyo 215/45 ZR18  93 Y   TL;Proxes T1 Sport -DOT 14-;381300;83,9;72,154;4;1;0,92;;1
066091164;Toyo 235/45 ZR18 XL  (98Y)  TL;Proxes T1 Sport -DOT 14-;384792;91,4;78,604;4;1;0,92;;1
066091170;ToyoP  215/70 R 16  99 S   TL;Open Country A/T -DOT 13-;380272;49;42,14;4;0;;-1;1
066091171;Toyo 215/50 ZR16  90 W   TL;Proxes R888 GG -DOT 14-;163975;114,2;98,212;4;1;0,92;;1
066091172;Toyo 195/70 R 14  91 T   TL;Proxes NE 03 -DOT 14-;268475;39,1;33,626;4;1;0,92;;1
066091174;Toyo 175/65 R 14 XL  86 T   TL;Proxes NE 03 -DOT 14-;249001;29,7;25,542;4;1;0,92;;1
066091176;Toyo 165/70 R 14 C 89/87 R  TL;H 09 -DOT 14-;379612;47,5;40,85;4;0;;-1;1
066091176;Toyo 165/70 R 14 C 89/87 R  TL;H 09 -DOT 14-;49772;47,5;40,85;4;1;0,92;;1
066091178;Toyo 195/60 R 14  86 T   TL;VARIO V2+ -DOT 14-;58417;35,4;30,444;4;1;0,92;;1
066091179;Toyo 195/60 R 14  86 H   TL;Snowprox S942 -DOT 14-;44868;41,7;35,862;4;1;0,92;;1
066091180;Toyo 215/55 R 18  95 H   TL;Open Country W/T -DOT 14-;58641;83,3;71,638;4;1;0,92;;1
066091181;Toyo 215/65 R 15  96 H   TL;Snowprox S943 -DOT 14-;260722;49,2;42,312;4;1;0,92;;1
068003420;Trelleborg 380/85 R 24 131/128 A8 (128B) 128B  TL;TM600 (14.9R24) # 1111300;48577;489,5;409,4;2;0;;-1;1
068003660;Trelleborg 480/70 R 24 138/138 A8 (138B) 138B  TL;TM700 # 1116600;48582;751,3;628,36;2;0;;-1;1
068003750;Trelleborg 380/85 R 28 133/130 A8 (130B) 130B  TL;TM600 (14.9R28) # 1111500;308046;546,7;457,24;2;0;;-1;1
068004250;Trelleborg 520/85 R 38 155/152 A8 (152B) 152B  TL;TM600 # 1070600;48646;1509,2;1262,24;2;0;;-1;1
068012080;Trelleborg 650/85 R 38 173/173 D (170E) 170E  TL;TM900 HP # 1293000;63102;3372,6;2820,72;2;0;;-1;1
068012350;Trelleborg 420/70 R 28 133 D   TL;TM700 # 0730100;63092;678,7;567,64;2;0;;-1;1
068016910;Trelleborg 12.00 - 20 20PR;T900 8.50-20 -SET- # P814201017;321068;;632,88;2;0;;-1;1
068016930;Trelleborg 12.00 - 24 24PR;T900 8.50-24 -SET- # P822241017;330465;;831,6;2;0;;-1;1
068017040;Trelleborg 250 - 15  20PR TT;T800 -SET- 7.50-15 -SET- # P884202013;160193;;191,16;2;0;;-1;1
068017070;Trelleborg 18 x 7 -  8 TT 16 PR;T800 -SET- 4.33-8 -SET- # P848162013;217867;;55,08;2;0;;-1;1
068017090;Trelleborg 23 x 9 - 10 TT 20 PR;T800 -SET- 6.50-10 -SET- # P861202013;180168;;115,56;2;0;;-1;1
068017100;Trelleborg 27 x 10 - 12 TT 14 PR;T800 -SET- 8.00-12 -SET- # P869142013;162016;;135;2;0;;-1;1
068017110;Trelleborg 28 x 9 - 15 (8.15-15) TT 14 PR;T800 -SET- 7.00-15 -SET- # P872142013;158538;;133,92;2;0;;-1;1
068017130;Trelleborg 5.00 -  8 TT 10PR;T800 -SET- 3.00-8 -SET- # P719102013;175214;;42,12;2;0;;-1;1
068017140;Trelleborg 6.00 -  9 TT 12PR;T800 -SET- 4.00-9 -SET- # P727122013;175213;;63,72;2;0;;-1;1
068017150;Trelleborg 6.50 - 10 TT 10PR;T800 -SET- 5.00-10 -SET- # P733102013;235474;;71,28;2;0;;-1;1
068017200;Trelleborg 7.50 - 15 TT 14PR;T800 -SET- 6.00-15 -SET- # P758142013;160923;;144,72;2;0;;-1;1
068017210;Trelleborg 8.25 - 15 TT 14PR;T800 -SET- 6.50-15 -SET- # P769142013;180166;;177,12;2;0;;-1;1
068017230;Trelleborg 10.00 - 20 TT 16PR;T800 -SET- -SET- # P808163913;269946;;329,4;2;0;;-1;1
068017320;Trelleborg 10     - 16.5  10PR;SK800 8.25-16.5 # P901103113;171469;;113,94;2;0;;-1;1
068017330;Trelleborg 12     - 16.5  10PR;SK800 9.75-16.5 # P902103113;171468;;123,12;2;0;;-1;1
068017340;Trelleborg 23 x 8 1/2 - 12 6 PR;SK800 7.00-12 # P903063113;199526;;52,92;2;0;;-1;1
068018050;Trelleborg 400/70 R 18 147 A8  (147B) 147B  TL;TH400 # 1110100;257246;427,9;357,88;2;0;;-1;1
070003490;Uniroyal 205/75 R 17.5 124/122 M  TL;monoply R2000 # 0471927000;58837;158,4;132,48;2;0;;-1;1
070003500;Uniroyal 215/75 R 17.5 126/124 M  TL;monoply R2000 # 0471916000;58923;148,5;124,2;2;0;;-1;1
070003520;Uniroyal 235/75 R 17.5 132/130 L   TL;monoply R2000 # 0471425000;58926;193,05;161,46;2;0;;-1;1
070003530;Uniroyal 205/75 R 17.5 124/122 M  TL;monoply T6000 M+S # 0473927000;58838;160,6;134,32;2;0;;-1;1
070003540;Uniroyal 215/75 R 17.5 126/124 M  TL;monoply T6000 M+S # 0473916000;58839;151,8;126,96;2;0;;-1;1
070003560;Uniroyal 235/75 R 17.5 132/130 L;monoply T6000 M+S # 0473425000;216964;196,35;164,22;2;0;;-1;1
070003740;Uniroyal 295/80 R 22.5 152/148 M  TL;DH 100 M+S # 0573920000;58951;308;257,6;2;0;;-1;1
070003810;Uniroyal 9   R 22.5 133/131 K  TL;monoply T70 M+S # 0575951000;125111;280,5;234,6;2;0;;-1;1
070003970;Uniroyal 365/80 R 20 160 K   TL;monoply R300 # 0572939000;58937;359,7;300,84;2;0;;-1;1
070003990;Uniroyal 385/65 R 22.5 160 K   TL;monoply T500 M+S # 0575977000;58968;339,9;284,28;2;0;;-1;1
070004040;Uniroyal 245/70 R 19.5 136/134 M  TL;FH 100 # 0471930000;58930;227,7;190,44;2;0;;-1;1
070004050;Uniroyal 265/70 R 19.5 140/138 M  TL;FH 100 # 0471931000;58932;216,7;181,24;2;0;;-1;1
070004060;Uniroyal 285/70 R 19.5 145/143 M  TL;FH 100 # 0471932000;58935;262,9;219,88;2;0;;-1;1
070004580;Uniroyal 265/70 R 19.5 140/138 M  TL;DH 100 M+S # 0475902000;58933;220;184;2;0;;-1;1
070004590;Uniroyal 285/70 R 19.5 145/143 M  TL;DH 100 M+S # 0475903000;58936;272,8;228,16;2;0;;-1;1
070005230;Uniroyal 315/70 R 22.5 152/148 M   TL;FH 100 # 0571948000;58965;297;248,4;2;0;;-1;1
070005250;Uniroyal 7.50 R 15 135/133G (134/132J) 134/132J TT;TH 110 # 0414901000;58833;182,6;152,72;2;0;;-1;1
070005260;Uniroyal 8.25 R 15 142/141G (141/140J) 141/140J TT;TH 110 # 0414902000;58834;209;174,8;2;0;;-1;1
070005270;Uniroyal 215/75 R 17.5 135/133 J  TL;TH 110 # 0454906000;58922;159,5;133,4;2;0;;-1;1
070005400;Uniroyal 385/65 R 22.5 158/160 L (160K) (160K)  TL;FH 100 # 0571949000;58966;353,1;295,32;2;0;;-1;1
070005500;Uniroyal 225/75 R 17.5 129/127 M;monoply R2000 # 0471903000;58924;165;138;2;0;;-1;1
070006620;Uniroyal 13  R 22.5 154/150 K  TL;DO 200 M+S # 0525001000;170162;328,9;275,08;2;0;;-1;1
070006660;Uniroyal 315/60 R 22.5 152/148 L  TL;FH 100 # 0512003000;58971;366,3;306,36;2;0;;-1;1
070006680;Uniroyal 315/80 R 22.5 156/150 K  TL;FO 200 M+S # 0515075000;58959;361,9;302,68;2;0;;-1;1
070006690;Uniroyal 315/80 R 22.5 156/150 K  TL;DO 200 M+S # 0525002000;58961;367,4;307,28;2;0;;-1;1
070010710;Uniroyal 185/70 R 14  88 T   TL;MS plus 77 # 0365013000;280437;48,6;41,796;4;0;;-1;1
070010880;Uniroyal 155/80 R 13  79 T   TL;MS plus 77 # 0365002000;280197;36,4;31,304;4;0;;-1;1
070011820;Uniroyal 315/80 R 22.5 154 M  (156/150L) 156/150L;FH 40 M+S # 0512238000;331677;348,7;291,64;2;0;;-1;1
070011830;Uniroyal 315/80 R 22.5 154 M  (156/150L) 156/150L;DH 40 3PMSF M+S # 0522197000;331679;355,3;297,16;2;0;;-1;1
070011920;Uniroyal 245/70 R 17.5 136 M   TL;DH 40 M+S # 0422051000;367305;217,8;182,16;2;0;;-1;1
070011940;Uniroyal 315/70 R 22.5 156 L  (154/150L) 154/150L;FH 40 M+S # 0512253000;351251;336,6;281,52;2;0;;-1;1
070011950;Uniroyal 315/70 R 22.5 154 L  (152/148M) 152/148M;DH 40 3PMSF M+S # 0522205000;351260;342,1;286,12;2;0;;-1;1
070012180;Uniroyal 385/65 R 22.5 160 K   TL;TH 40 M+S # 0532079000;368576;316,8;264,96;2;0;;-1;1
070090332;Uniroyal 215/70 R 16 100 H   TL;Rallye 4x4 Street BSW -DOT 13-;254226;58,6;50,396;4;1;0,9;;1
070090364;Uniroyal 205/50 R 16  87 H   TL;MS plus 77 -DOT 14-;285889;72,1;62,006;4;1;0,92;;1
070090366;Uniroyal 165/65 R 13  77 T   TL;MS plus 77 -DOT 14-;284003;30,7;26,402;4;1;0,92;;1
070090367;Uniroyal 215/65 R 15  96 H   TL;MS plus 77 -DOT 14-;281231;58,7;50,482;4;1;0,92;;1
074002100;Vredestein 11.5/80 - 15.3 TT 8PR;Multi Rill # 118015080MRTA00;35428;143;119,6;2;0;;-1;1
074002110;Vredestein 5.50 - 16 TT 6PR;Multi Rill # 550016060MRTA00;35430;47,3;39,56;2;0;;-1;1
074002130;Vredestein 6.50 - 16 TT 6PR;Multi Rill # 650016060MRTA00;35432;62,15;51,98;2;0;;-1;1
074002140;Vredestein 7.50 - 16 TT 6PR;Multi Rill # 750016060MRTA00;35433;69,85;58,42;2;0;;-1;1
074002150;Vredestein 7.50 - 16 TT 8PR;Multi Rill # 750016080MRTA00;35434;78,1;65,32;2;0;;-1;1
074002190;Vredestein 7.50 - 18 TT 8PR;Multi Rill # 750018080MRTA00;35439;94,05;78,66;2;0;;-1;1
074002210;Vredestein 7.50 - 20 TT 8PR;Multi Rill # 750020080MRTA00;35442;129,8;108,56;2;0;;-1;1
074002260;Vredestein 6.50 - 16 TT 6PR;Lug Ring # 650016060LRTA00;35445;59,95;50,14;2;0;;-1;1
074002280;Vredestein 7.50 - 18 TT 6PR;Lug Ring # 750018060LRTA00;35447;78,65;65,78;2;0;;-1;1
