ArtikelNr,T24ID,Price,Cheapest,Error
185390055,353006,145.52,145.5,0
185390056,353013,-0.98,0,1
185390057,353015,-0.98,0,1
185390059,353018,-0.98,0,1
185390060,353020,-0.98,0,1
185390062,353029,-0.98,0,1
189003170,378645,378.98,379,0
189003260,153208,320,320,0
189003370,188104,268.78,255,0
189003460,119747,304.3,304.32,0
189003500,192389,358.07,358.09,0
189003660,171942,317.94,317.96,0
189003710,188107,378.01,378.03,0
189003740,189297,348.94,286,0
189003860,187815,311.87,311.89,0
189003890,201364,397.84,394,0
190290001,160611,229.27,229.25,0
190290002,160910,262.52,262.5,0
190290003,160614,-0.98,0,1
190290004,160617,322.27,322.25,0
190290005,160620,445.77,445.75,0
190290007,160621,569.52,569.5,0
190290008,163684,724.27,724.25,0
190290009,186971,838.73,838.75,0
190290010,160615,263.52,263.5,0
190290011,160618,297.77,297.75,0
190290012,160616,310.68,310.7,0
190290013,160619,352.02,352,0
190290014,160911,432.52,432.5,0
190290015,163680,458.73,458.75,0
190290016,163682,563.75,502.5,0
190290017,163683,625.48,625.5,0
190290018,160622,726.5,665,0
190290019,163685,836.77,836.75,0
190290021,173207,-0.98,0,1
190290022,266023,967.73,967.75,0
190290024,264383,240.52,240.5,0
190290025,167500,-0.98,0,1
190290026,264761,-0.98,0,1
190290029,274158,569.93,569.95,0
190290030,272380,580.98,581,0
190290031,169302,633.52,633.5,0
190290032,270131,878.62,787.75,0
190290033,266022,725.48,725.5,0
190290034,283492,-0.98,0,1
190290035,266046,1276.18,1276.2,0
190290039,266037,494.98,495,0
190290041,208354,569.73,547.99,0
190290042,262953,601.48,601.5,0
190290043,160603,618.27,618.25,0
190290044,276808,813.27,813.25,0
190290045,263143,1089.23,1089.25,0
190290046,263136,-0.98,0,1
190290047,160602,430.68,430.7,0
190290048,160612,444.52,444.5,0
190290049,160604,540.52,540.5,0
190290050,160607,569.75,569.75,0
190290051,160608,684.75,684.75,0
190290056,197830,1174.02,1174,0
190290057,208353,398.93,398.95,0
190290059,274160,234.75,234.75,0
190290060,253804,388.93,388.95,0
190290061,261177,432.98,433,0
190290062,233813,594.68,594.7,0
190290063,243367,622.68,622.7,0
190290064,233812,1199.59,1199.61,0
190290065,262266,-0.98,0,1
190290066,262267,-0.98,265.5,1
190290067,262941,291.68,291.7,0
190290068,262231,-0.98,0,1
190290070,262234,328.98,300.75,0
190290071,262238,302.98,303,0
190290073,262242,436.92,436.9,0
190290074,266026,553.97,522,0
190290075,278140,165.95,146,0
190290077,264381,163.02,163,0
190290078,210312,204.89,204.87,0
190290079,201532,340.77,340.75,0
190290080,264382,189.02,189,0
190290081,266034,229.27,229.25,0
190290082,262360,387.27,387.25,0
190290083,262389,330.02,330,0
190290084,269953,-0.98,0,1
190290085,266020,470.02,470,0
190290086,266035,483.02,483,0
190290087,264384,1330.18,1330.2,0
190290088,189126,1500.5,1500.5,0
190290089,263093,358.02,358,0
190290090,262361,692.02,692,0
190290091,262368,1690.43,1598.25,0
190290093,233811,822.02,822,0
190290095,262940,-0.98,0,1
190290102,276811,889.02,889,0
190290103,270155,266.77,266.75,0
190290109,278339,2301.14,2301.16,0
190290111,278341,1161.98,1162,0
190290112,278342,928.03,928.05,0
190290113,280562,1631.98,1632,0
190290114,278344,1693.18,1693.18,0
190290115,278345,-0.98,0,1
190290118,280565,-0.98,0,1
190290121,278350,1640.23,1378.19,0
190290123,278352,-0.98,0,1
190290127,278358,-0.98,0,1
190290131,253804,388.93,388.95,0
190290132,308016,660.52,660.5,0
190290134,332699,520.02,520,0
190290135,300767,1095.77,1095.75,0
190290136,292227,771.43,771.45,0
190290143,293741,-0.98,0,1
190290145,322375,259.77,259.75,0
190290148,322373,333.77,333.75,0
190290150,323122,1815.27,1815.25,0
190290151,319482,391.02,391,0
190290153,319484,618.27,567.25,0
190290163,351042,239.27,239.25,0
190290166,358154,260.77,260.75,0
190290172,351044,360.27,360.25,0
190290188,345331,-0.98,0,1
190290190,353031,-0.98,0,1
190290192,352377,-0.98,0,1
190290193,352378,155.83,155.85,0
190290194,352379,-0.98,0,1
190290197,352380,131.23,131.25,0
190390003,155817,98.52,98.5,0
190390004,130221,136.92,136.9,0
190390005,202510,158.52,158.5,0
190390007,161467,89.02,89,0
190390008,158495,78.98,67,0
190390009,202558,58.7,58.68,0
190390012,129108,143.52,143.5,0
190390013,160711,98.52,98.5,0
190390014,208097,159.02,159,0
190390015,198004,137.02,137,0
190390016,206853,174.52,174.5,0
190390018,202535,174.52,174.5,0
190390020,252883,64.8,64.78,0
190390021,210644,52.28,52.3,0
190390022,208093,60.52,60.5,0
190500150,344534,253.88,253.9,0
190500220,206602,312.98,313,0
190500230,131777,-0.98,0,1
190500340,158105,317.98,318,0
190500350,158002,195.88,195.9,0
190500410,209687,93.41,93.43,0
190500430,158094,137.88,137.9,0
190500440,158102,302.98,303,0
190500590,367375,-0.98,0,1
190500660,154056,353.98,354,0
190500690,344523,369.98,370,0
190500730,350380,-0.98,0,1
190500810,316976,-0.98,0,1
190500860,316962,380.98,381,0
190500880,316978,251.38,251.4,0
190500910,344533,-0.98,0,1
190900090,227079,29.98,26.1,0
190900130,306565,39.17,39.19,0
190900180,108856,34.62,31.88,0
190900190,268868,35.43,34.39,0
190900220,269955,49.08,48.27,0
190900260,279930,41.27,41.28,0
190990000,291879,44.67,43.17,0
191200020,325040,24.48,21.91,0
191200040,325042,28.05,24.64,0
191200090,325047,34.31,26.34,0
191200100,325048,29.43,26.7,0
191200140,325052,32.73,30.5,0
191200150,325053,53.22,41.19,0
191200170,325055,28.43,25.98,0
191200190,325057,31.96,29.59,0
191200290,325067,52.07,41.44,0
191200310,325069,41.06,37.83,0
191200410,325031,60.12,47.89,0
191200420,325032,46.62,42.03,0
191200430,325033,57.59,45.29,0
191200480,325037,56.44,43.48,0
198890090,146836,46.73,46.75,0
198890178,128336,-0.98,0,1
198890290,226471,-0.98,0,1
198890423,245209,151.98,152,0
198890643,337154,-0.98,0,1
198890645,337160,-0.98,0,1
198890649,357103,-0.98,0,1
198900110,154485,196.78,196.8,0
198900130,128172,225.58,225.6,0
198900420,158379,199.48,168,0
198900500,176139,252.28,252.3,0
198990018,133857,168.98,169,0
198990020,153318,201.48,201.5,0
198990036,164156,-0.98,0,1
198990045,251374,192.28,192.3,0
198990049,198231,196.88,196.9,0
198990068,232347,345.28,334,0
198990071,247225,348.88,348.9,0
198990076,245211,131.53,131.55,0
198990077,246403,116.68,116.7,0
198990090,255934,226.93,226.95,0
198990127,249569,385.41,234,0
198990133,260702,112.38,106.21,0
198990134,266914,113.98,107.59,0
198990136,260701,123.58,123.6,0
198990137,273206,132.44,132.44,0
198990138,260705,136.97,132,0
198990139,278134,138.58,138.6,0
198990142,272979,120.02,120,0
198990143,266917,183.98,176.94,0
198990146,267468,185.98,186,0
198990147,267470,113.83,113,0
198990148,267472,108.38,105.29,0
198990153,276829,156.02,156,0
198990157,278201,178.23,178.25,0
198990166,288235,155.35,155.35,0
198990167,280278,135.93,135.95,0
198990168,290217,160.28,155.07,0
198990171,288677,345.28,345.3,0
198990172,289192,363.68,363.7,0
198990173,288258,191.27,191.29,0
198990175,288672,263.38,245,0
198990176,296121,141.98,125.95,0
198990182,294940,241.11,241.13,0
198990193,327489,241.78,241.8,0
198990198,233657,238.98,239,0
198990205,336506,145.93,145.95,0
198990212,352361,263.18,246.51,0
198990229,385148,271.18,271.2,0
198990230,359999,269.28,244.67,0
198990237,367377,226.02,226,0
198990239,369838,259.88,259.9,0
198990240,385149,268.73,268.75,0
199021950,401066,80.98,66.14,0
199025940,316462,45.61,36.9,0
199028010,290565,39.07,39.02,0
199090037,337604,27.62,26.5,0
199090040,299081,31.98,32,0
199090044,341356,-0.98,31.42,1
199090049,386168,38.59,38.61,0
199090051,372266,-0.98,0,1
199090055,386140,26.72,26.72,0
199290001,313049,1186.18,1186.2,0
199290002,282782,220.18,220.2,0
199290004,277936,221.08,221.1,0
199290005,282780,223.78,223.8,0
199290007,297250,229.18,229.2,0
020002350,24325,144.15,137.94,0
020002360,24326,153.4,139.94,0
020002370,24336,160.11,142.68,0
020002380,24327,142.88,142.86,0
020002390,24328,167.96,166.9,0
020002400,24337,170.51,156.05,0
020002430,24330,205.77,195.94,0
020002440,24339,211.2,187.74,0
020002930,24386,401.98,372.94,0
020002970,24393,309.36,231.74,0
020003000,24389,207.19,174.06,0
020003010,24390,192.3,184.71,0
020005650,24331,236.4,221.94,0
020005660,24340,242.12,218.66,0
020005710,24350,174.47,161.92,0
020007320,25891,40.23,37.94,0
020009180,31562,65.79,62.71,0
020009210,31564,69.45,67.4,0
020010490,37813,47.29,44.66,0
020010510,37815,102.81,61.5,0
020012220,56150,37.98,38,0
020012580,60821,-0.98,0,1
020013120,59900,66.26,66.28,0
020016730,235769,36.25,31.5,0
020016760,402609,61.98,60.23,0
020016770,402599,49.88,48.85,0
020016780,402603,91.43,90.14,0
020016790,402592,73.78,72.36,0
020016800,407975,66.93,65.85,0
020016810,402607,104.07,101.69,0
020016850,404035,692.93,692.95,0
020016880,404041,1143.54,1143.56,0
020017050,411804,-0.98,0,1
020017340,411825,285.79,285.1,0
020017400,411831,333.37,333.39,0
020017710,243963,70.35,62,0
020017740,239224,63.71,43,0
020017750,239434,42.18,38.31,0
020017760,239226,39.14,36.31,0
020017770,239221,35.72,35.74,0
020017810,249601,61.88,56.82,0
020017830,243311,49.73,48.89,0
020017960,236804,64.98,63.94,0
020018020,260443,41.89,41.17,0
020018330,264153,41.6,40.35,0
020018340,268028,45.88,44.45,0
020018350,260787,41.46,40.48,0
020018360,264154,30.53,30.09,0
020018370,254363,31.21,30.31,0
020018400,240348,45.03,44.46,0
020018410,264155,45.66,45.08,0
020018420,264600,42.24,41.01,0
020018440,260970,40.25,39,0
020018460,261169,58.98,55.08,0
020018470,261170,37.59,37.18,0
020018480,258373,36.93,36.76,0
020018590,272273,35.48,32.58,0
020018620,286078,38.71,34.14,0
020018630,290135,41.88,38.28,0
020018650,275995,43.22,42.63,0
020018660,267869,52.7,48.8,0
020018670,266573,55.47,53.8,0
020018680,273028,54.04,52.86,0
020018690,320706,53.43,52.44,0
020018700,270494,62.69,61.33,0
020018710,274934,63.42,58.5,0
020018720,270492,66.83,59.32,0
020018750,270148,39.88,38.96,0
020018790,268667,78.41,76.8,0
020018810,270489,62.88,61,0
020018820,273990,55.78,51.29,0
020018830,283512,55.48,52.88,0
020018850,276234,54.28,53.25,0
020018860,273235,79.4,78.48,0
020018870,270913,59.73,58,0
020018880,274631,83.77,80.9,0
020018900,270727,59.7,57.2,0
020018920,271313,86.58,84.65,0
020018930,277640,72.5,69.82,0
020018940,271321,79.87,75.75,0
020018960,269520,74.98,69,0
020018980,287037,87.87,84.4,0
020018990,268707,84.88,83.4,0
020019020,285383,61.47,59.92,0
020019030,274633,74.68,69.1,0
020019050,274627,70.46,69,0
020019080,274629,78.33,76.32,0
020019090,274625,55.38,52.91,0
020019100,276163,70.14,66.82,0
020019140,295152,57.38,55.68,0
020019150,277716,65,61.48,0
020019170,289206,76.91,65,0
020019210,300627,68.96,62.67,0
020019250,281417,44.88,44.21,0
020019260,289783,301.18,267.94,0
020019270,289780,307.22,278.76,0
020019280,289785,271.2,247,0
020019540,284272,78.93,69.9,0
020019560,285968,45.13,42.63,0
020019740,302338,36.08,35.72,0
020019750,302339,40.13,37.73,0
020019760,296781,22.83,22.29,0
020019770,300882,26.93,26.41,0
020019780,302340,24.25,23.99,0
020019790,300883,25.38,24,0
020019800,306809,35.63,34.35,0
020019810,303786,31.73,31.55,0
020019820,302341,27.36,23.85,0
020019830,301480,26.68,25.97,0
020019840,302342,26.58,25.02,0
020019850,300885,32.38,31.88,0
020019860,302343,26.76,25.71,0
020019870,305080,34.09,33.47,0
020019880,301958,29.13,28.5,0
020019890,300886,32.58,31.56,0
020019900,300975,35.3,30.86,0
020019910,302344,33.37,32.09,0
020019920,302362,27.88,27.04,0
020019930,302365,33.16,31.24,0
020019940,302366,30.73,30.39,0
020019950,300887,26.29,25,0
020019960,300235,23.98,21,0
020019970,300889,23.8,23.14,0
020019980,302370,37.03,36.17,0
020019990,300980,35.35,34.25,0
020020000,302372,37.82,37.01,0
020020010,303787,34.76,33.98,0
020020020,300986,27.18,26.75,0
020020030,302374,38.68,37.31,0
020020040,300236,32.14,31.3,0
020020050,302378,32.76,31.19,0
020020060,300890,37.6,36.9,0
020020090,303032,25.82,23.4,0
020020110,320795,29.63,29.47,0
020020120,320774,30.17,29.38,0
020020130,319310,40.08,39,0
020020140,319306,35.28,34.86,0
020020150,320775,41.58,40,0
020020160,320796,53.75,52.83,0
020020170,320556,41.98,41.04,0
020020180,320793,47.31,41.02,0
020020190,320794,67.87,66.07,0
020020210,335205,297.4,268.94,0
020020240,344419,328.92,296.88,0
020020250,344416,334.98,314.04,0
020020260,345348,306.92,306.9,0
020020270,344412,340.53,318.94,0
020020280,339028,312.88,280.87,0
020020330,318536,34.55,26,0
020020370,318654,33.85,32.99,0
020020440,326665,67.27,51.5,0
020020610,310063,51.48,49.68,0
020020850,345644,30.14,27.5,0
020020860,347007,25.48,23.25,0
020020870,351856,27.27,26.56,0
020020880,344522,29.27,28.18,0
020020890,343597,36.21,35.43,0
020020900,344525,28.81,27.85,0
020020910,344304,36.13,35.37,0
020020920,347197,46.44,45.41,0
020020930,344537,30.36,30.09,0
020020940,343598,32.63,32.1,0
020020950,346834,34.23,33.41,0
020020960,347198,49.46,48.5,0
020020970,346835,53.72,52.86,0
020020980,346833,41.17,40.44,0
020020990,342151,50.07,49,0
020021000,343960,66.57,65.42,0
020021010,345981,70.72,68,0
020021020,345177,36.58,30.82,0
020021040,345341,60.07,59.28,0
020021050,345344,80.96,80.98,0
020021060,337166,76.21,75.16,0
020021070,351577,73.81,72.01,0
020021080,349258,282.12,267.66,0
020021090,354765,263.96,263.94,0
020021100,345420,326.27,267.92,0
020021210,355697,89.39,84.23,0
020021270,358585,111.39,93.99,0
020021560,375805,33.29,32,0
020021590,375804,30.63,30.13,0
020021600,375824,50.68,47.98,0
020021610,375828,60.78,58.46,0
020021620,375823,49.78,48.29,0
020021630,375802,38.98,38.21,0
020021640,375821,57.97,53.89,0
020021650,375835,63.3,62.92,0
020021660,375822,53.27,52.48,0
020021670,375800,37.52,36.74,0
020021680,375803,44.43,42.74,0
020021690,375825,61.63,59.83,0
020021700,375816,62.63,61.42,0
020021710,375801,39.6,38.5,0
020021720,375827,66.19,64.03,0
020021780,375811,53.34,52.88,0
020021790,375826,67.08,65.43,0
020021800,375815,64.94,63.33,0
020021810,375831,76.06,72,0
020021830,375809,55.22,50.57,0
020021840,375847,65.23,63.35,0
020021850,375859,58.17,57.49,0
020021860,375862,75.37,74.93,0
020021870,375813,82.04,81.93,0
020021880,377506,70.73,68.88,0
020021890,377526,86.25,83.13,0
020021900,377507,80.46,79.21,0
020021920,377512,80.86,79.59,0
020021930,377519,84.39,81.31,0
020021940,377525,82.13,80.54,0
020021950,377518,90.28,87.82,0
020021960,377516,83.78,80.57,0
020021970,377522,87.02,84.93,0
020022020,376339,46.42,44.4,0
020022040,376336,61.88,59.99,0
020022050,376343,61.58,57.51,0
020022120,376341,65.18,61.13,0
020022140,376356,55.48,54.02,0
020022150,376328,63.83,62.85,0
020022170,376345,65.3,63.56,0
020022180,376340,75.58,71.4,0
020090203,336382,-0.98,54.05,1
020090211,353321,-0.98,0,1
020090238,337985,e,e,1
020090247,376955,22.48,22.45,0
022003820,17247,294.98,259.59,0
022003860,17259,256.18,229.9,0
022003870,17262,294.72,284,0
022003880,17263,329.08,315.77,0
022004400,17368,338.08,288.5,0
022004460,17420,308.36,279.88,0
022005670,17383,362.48,307,0
022006670,29127,302.98,289.9,0
022006950,23997,28.38,26.97,0
022008480,25185,34.67,29.84,0
022009160,35843,69.23,60.39,0
022009210,32563,176.52,176.5,0
022009220,35845,323.08,311.55,0
022009230,45846,275.98,266.9,0
022009520,35824,55.84,54.17,0
022009550,35830,79.84,69.5,0
022009560,35828,71.18,61.5,0
022010980,42346,29.93,25.23,0
022011010,42348,30.48,26.5,0
022011050,42215,28.24,25.27,0
022011060,42344,28.25,26.25,0
022011070,42352,33.11,31.21,0
022011080,42216,29.48,26.71,0
022011090,42345,28.73,26.08,0
022011110,42354,36.14,33.69,0
022011120,42358,31.24,28.7,0
022011140,42359,e,e,1
022011160,42362,40.27,36.15,0
022011170,42357,32.99,28.81,0
022011180,42351,38.98,36.94,0
022011250,44702,37.9,33.96,0
022011270,44701,35.61,33.7,0
022011420,57988,31.48,31.08,0
022011440,57739,28.18,25,0
022011570,63575,40.33,38.49,0
022011820,63569,40.28,38,0
022012130,66023,66.25,55.04,0
022012170,66026,63.61,60.88,0
022012300,66156,60.91,60,0
022012370,66163,87.86,85,0
022012660,402494,304.83,304.85,0
022012720,402446,55.46,53.09,0
022012790,402455,93.06,89.35,0
022012890,402473,37.95,37.42,0
022012900,402474,40.7,40.13,0
022012970,402481,63.68,59.02,0
022012980,402482,61.53,60.5,0
022012990,402483,68.99,62.64,0
022013000,234259,64.01,60.37,0
022013030,234278,54.4,50.63,0
022013060,402491,83.44,77.01,0
022013090,402488,57.95,53.3,0
022013100,402468,51.77,48.95,0
022013110,402469,57.53,56.78,0
022013130,402448,120.32,110.89,0
022013180,409874,31.53,29.44,0
022013220,409857,39.14,38.21,0
022013230,409858,46.48,40.82,0
022013240,409859,42.17,40.38,0
022013250,409860,42.1,37.32,0
022013270,409862,36.73,32.61,0
022013280,409864,47.22,46.34,0
022013290,409868,47.37,42.26,0
022013300,409870,52.78,46.96,0
022013310,409871,48.88,47.23,0
022013320,409872,54.18,51,0
022013330,409863,e,e,1
022013340,409865,46.73,45.65,0
022013350,409866,56.12,49.51,0
022013370,409869,e,e,1
022013380,409873,46.73,42.9,0
022013440,234256,65.25,64.1,0
022013450,234260,70.8,63.31,0
022013460,234248,29.83,26.45,0
022013540,234146,35.82,34,0
022013550,234277,53.98,51.62,0
022013560,234148,71.91,67.55,0
022013570,239948,67.95,67.85,0
022013630,240339,47.97,46.01,0
022014090,249907,64.55,58.38,0
022014150,268510,34.68,32,0
022014160,265227,41.26,39.75,0
022014190,268497,40.33,38.93,0
022014200,268350,46.43,44.43,0
022014210,265226,39.65,35.42,0
022014270,282115,26.56,25.12,0
022014420,300965,24.36,23,0
022014430,304199,67.38,59.86,0
022014610,311160,42.58,41.83,0
022014620,319235,35.79,33.1,0
022014750,318281,177.88,165.79,0
022014760,318278,126.98,122.5,0
022014770,318280,146.98,139.21,0
022014780,318276,136.48,130,0
022014790,318283,197.98,161.5,0
022014800,318285,273.98,274,0
022014840,318317,185.1,179.7,0
022014850,318314,137.78,135,0
022014860,318318,192.76,183.5,0
022014870,324866,315.38,295.1,0
022014890,327473,163.98,159.98,0
022014900,352719,277.36,248.88,0
022014910,351581,307.48,264.9,0
022014920,357412,278.62,278.6,0
022014930,351576,310.38,266.88,0
022014950,352500,352.48,328.82,0
022015070,351930,41.56,37.2,0
022015130,351939,55.47,50.3,0
022015150,351908,108.29,92.99,0
022015280,351932,86.48,76.19,0
022015320,352421,50.95,48.01,0
022015370,352419,68.1,64.7,0
022015420,352427,90.7,74.92,0
022015440,367316,293.23,267,0
022015450,363881,131.23,124.98,0
022015460,366209,180.98,176.88,0
022015470,356269,304.7,304.72,0
022015500,360692,34.13,30.43,0
022015510,360694,28.33,25.32,0
022015520,360696,35.03,30.5,0
022015530,360697,35.74,32.21,0
022015540,360699,35.58,31.71,0
022015550,360700,40.98,35.9,0
022015560,360701,51.76,49.2,0
022015570,360702,37.33,34.3,0
022015580,360704,44.45,43.56,0
022015590,360706,44.53,39.04,0
022015600,360710,40.88,38.12,0
022015610,360716,46.76,42.95,0
022015620,360689,40.32,39.33,0
022015640,360717,50.88,46.44,0
022015660,360719,74.29,68.25,0
022015680,365667,228.29,216.88,0
022015690,369307,225.98,225.06,0
022015700,369308,207.58,189.2,0
022015710,369623,282.86,245.5,0
022015720,356268,139.76,128.5,0
022015730,356266,151.75,133.86,0
022015740,356267,179.88,174,0
022015750,369309,205.98,199.83,0
022015760,370135,241.08,223.5,0
022015790,381109,329.98,294.9,0
022015800,362409,286.46,257.98,0
022015810,372714,343.16,327.6,0
022015820,372716,325.48,298.88,0
022015830,369624,331.48,242,0
022015840,385061,362.48,298.9,0
022015850,369312,313.03,288.9,0
022015860,371004,210.98,183.98,0
022015870,379195,174.98,174.37,0
022015880,369313,219.42,196,0
022015890,369631,166.98,167,0
022015900,366566,27.42,24.95,0
022015910,366567,25.92,24.67,0
022015930,377313,56.49,55.72,0
022015940,377338,59.41,57.44,0
022015960,377346,105.38,102.03,0
022015970,377348,77.94,75,0
022015980,377315,67.56,66.8,0
022015990,377318,80.39,76.94,0
022016000,377322,62.28,58.2,0
022016010,377337,82.14,79.23,0
022016030,377314,64.84,64.37,0
022016040,385171,67.01,65.16,0
022016050,377316,57.64,55.81,0
022016060,377317,73.68,73.47,0
022016080,377324,52.78,51.17,0
022016090,377326,55.92,54.71,0
022016100,377327,92.04,87.37,0
022016120,377329,79.98,75.12,0
022016150,377343,e,e,1
022016160,377345,87.18,83.73,0
022016170,377351,85.64,82.49,0
022016190,388564,82.92,81.34,0
022016220,377353,91.2,89,0
022016270,377355,96.44,88.42,0
022016410,387607,72.99,70.39,0
022016420,381497,87.36,81,0
022016430,379175,49.23,47.7,0
022016460,381499,46.53,42.96,0
022016470,380502,44.38,44.39,0
022016550,387599,88.56,82.1,0
022016620,387597,84.9,82.89,0
022016640,381815,71.41,69.85,0
022016650,377619,330.52,264.72,0
022090387,308226,-0.98,0,1
022090402,333827,34.93,34.95,0
250000530,11646,33.44,26.27,0
250000970,15367,52.12,38.9,0
250001040,15366,38.38,34.85,0
250002360,11657,27.13,23.36,0
250002700,11592,25.55,10,0
250002930,11695,33.82,19.93,0
250003570,11526,-0.98,29.81,1
250004550,15351,31.39,25.98,0
250004970,15389,31.82,28.1,0
250005090,25161,35.16,32.88,0
250005110,25163,33.68,30.72,0
250005500,27887,36.38,28.23,0
250005510,27888,26.32,10,0
250005650,28759,31.42,23.65,0
250005770,28763,39.6,31.48,0
250006100,32056,46.92,37.38,0
250006410,34606,41.79,26.27,0
250006450,36900,32.33,28.97,0
250006490,36903,29.34,21.76,0
250006640,41467,26.63,22.04,0
250006720,41493,31.98,24.59,0
250006830,41501,40.65,35.42,0
250010010,43142,31.66,13,0
250029100,45455,32.68,22.2,0
250029340,45449,32.04,25.43,0
250029410,47725,43.04,30.34,0
250029490,47727,35.42,26.82,0
250029540,47726,39.28,27.97,0
250029680,49987,32.51,23.48,0
250029710,49988,27.26,22.01,0
250029920,57316,38.38,33.35,0
250029990,57969,30.05,26.37,0
250030070,58910,27.06,22.76,0
250030320,65306,31.35,26.23,0
250030400,65307,32.84,27.43,0
250030430,65810,29.2,23.73,0
250030500,65771,41.83,32.06,0
250030520,65772,36.68,26.38,0
250030850,408266,33.78,28.27,0
250031020,412616,28.86,22.96,0
250031030,412613,32.43,29.62,0
250031170,416444,31.98,28.08,0
250031280,258197,36.79,31.96,0
250031370,259436,32.29,26.37,0
250031400,259021,34.99,27.68,0
250031600,283857,28.78,21.7,0
250031830,295702,47.58,38.49,0
250032100,326923,23.96,20.17,0
250032200,328742,26.88,22.26,0
250032210,328483,30.54,25.96,0
250032230,332020,33,29.32,0
250090078,124581,24.69,19.87,0
250090082,260793,-0.98,45,1
250090092,121660,26.72,26,0
250090094,121291,-0.98,18.98,1
250090105,233366,31.76,31.78,0
259001430,15368,47.89,31.49,0
259002390,15382,30.44,21.35,0
259003070,15392,21.98,18.92,0
259003820,11787,29.12,24.82,0
259004310,3591,24.68,20.36,0
259005070,25159,24.59,19,0
259005100,25162,31.65,21.97,0
259005340,41486,31.34,27.66,0
259005350,27876,32.78,29.82,0
259005380,27875,29.28,24.1,0
259005510,27888,10.98,10,0
259005540,27890,30.23,24.67,0
259005620,27896,28.43,28.45,0
259005730,28753,25.42,22.17,0
259005800,31070,37.13,34.44,0
259005950,32064,29.18,21.33,0
259005990,32074,40.28,30,0
259006010,32052,47.98,34.53,0
259006230,32004,64.96,64.98,0
259006240,32061,27.58,22.83,0
259006250,32062,30.48,28.2,0
259006500,36904,29.78,25.02,0
259006520,34670,39.83,26.92,0
259006620,41468,35.58,24.06,0
259006630,36900,33.78,28.97,0
259006790,41466,26.98,22.52,0
259006800,41498,24.46,19.37,0
259006970,47724,30.88,28.15,0
259007000,32057,25.98,18.78,0
259029100,45455,27.73,22.2,0
259029110,45456,28.94,24.76,0
259029120,45459,46.36,31,0
259029190,46031,39.63,27.8,0
259029200,46032,25.09,20.08,0
259029240,45453,44.07,32.59,0
259029280,45460,32.98,21.8,0
259029300,45467,31.33,29.02,0
259029390,49990,33.68,30.2,0
259029410,47725,33.78,30.34,0
259029540,47726,33.98,27.97,0
259029570,49990,33.68,30.2,0
259029580,55311,34.1,31,0
259029630,49984,21.93,18.4,0
259029690,49994,36.78,21.2,0
259029810,159747,41.08,34.05,0
259029820,57972,29.38,25.9,0
259029830,57973,31.18,27.52,0
259029930,57313,32.51,16.32,0
259030010,57971,24.91,24.91,0
259030030,57966,33.17,15.64,0
259030050,59332,36.98,23.34,0
259030060,59333,26.63,24.15,0
259030130,65316,34.05,27.38,0
259030200,58977,25.98,21.81,0
259030230,58907,46.19,34.03,0
259030310,65305,28.86,26.47,0
259030380,65314,35.58,31.5,0
259030390,65315,35.18,29.03,0
259030500,65771,38.08,32.06,0
259030580,400465,29.08,25.63,0
259030590,400466,33.93,33.95,0
259030660,412185,34.88,28.7,0
259030680,408581,28.03,23.31,0
259030750,400467,32.78,29.81,0
259030810,409805,20.68,20.7,0
259030990,412623,37.98,32.98,0
259031010,412620,36.37,32.56,0
259031100,234212,30.88,25.35,0
259031120,412625,32.12,25.63,0
259031210,234212,28.67,25.35,0
259031250,259438,35.68,27.6,0
259031380,257797,34.52,28.68,0
259031400,259021,39.58,27.68,0
259031460,261070,34.52,28.48,0
259031510,263606,41.18,31.69,0
259031520,259350,32.3,25.97,0
259031530,259279,33.19,29.35,0
259031650,270077,37.98,28.48,0
259031670,293878,29.45,24.83,0
259031770,286356,33.78,31.36,0
259031860,230533,37.08,29,0
259031950,295694,36.98,26.33,0
259032110,330419,27.87,25.3,0
259032360,366994,34.68,29.63,0
259032390,368354,40.18,29.27,0
259050060,227227,78.38,78.4,0
259050180,305940,-0.98,97.8,1
259050710,227306,104.72,104.7,0
259050730,227365,103.92,103.9,0
259050760,227362,90.99,90.97,0
259050770,227368,65.88,65.86,0
259051840,182986,29.71,29.22,0
259090009,227052,75.88,75.9,0
259090045,15367,41.88,38.9,0
028002820,17042,35.74,23.9,0
028002830,17043,29.42,25.54,0
028002930,17053,45.98,33,0
028005240,40659,29.78,29.8,0
028005340,43126,49.58,35.1,0
028005650,47243,-0.98,89.99,1
028005660,47247,74.64,71,0
028005680,47245,66.68,57.5,0
028005690,47246,55.81,54.78,0
028005910,48970,75.48,69.83,0
028005920,48968,76.27,71.54,0
028005950,48983,89.45,72.41,0
028005970,49009,71.82,71.82,0
028006220,57075,60.92,46.93,0
028006240,57077,77.18,68,0
028006360,57094,49.78,48,0
028006380,57097,82.27,74.5,0
028006390,57096,73.42,72.39,0
028006400,57098,80.52,80.54,0
028006420,57100,80.52,70,0
028006430,57101,81.4,74.97,0
028006450,57103,83.59,81.04,0
028006460,57105,65.86,65.88,0
028006470,57104,69.79,69.76,0
028006480,57106,111.62,106.99,0
028006500,57138,96.18,94.32,0
028006510,57108,98.89,94.54,0
028006520,57109,101.7,99.8,0
028006530,57110,108.31,105.27,0
028006570,57114,114.74,108.24,0
028006590,57116,126.08,124.52,0
028006610,57119,109.91,105.26,0
