ArtikelNr;Beschreibung;Beschreibung2;T24ID;POG;PUG;REF;HANDLING;FAKTOR;ORIGINAL;Prio
008050070;Bridgestone 355/50 R 22.5 156 L   TL;R 249 Evo # 04367;67904;456,5;381,8;2;0;;-1;2
008050190;Bridgestone 190/55 ZR17  (75W)  TL;BT 021 F REAR # 04171;66924;113,8;102,368;1;0;;-1;2
008050450;Bridgestone 180/55 ZR17  (73W)  TL;BT 016 EE REAR # 04732;67349;115,7;104,002;1;0;;-1;2
008050530;Bridgestone 215/50 R 17 XL  95 W   TL;ER 300 FORD # 04700;67881;105,2;90,472;4;0;;-1;2
008050550;Bridgestone 185/55 R 16  83 V   TL;ER 300 SUZUKI # 04827;67887;78,1;67,166;4;0;;-1;2
008050640;Bridgestone 225/50 R 16  92 V   TL;ER 300 Ecopia MO # 04846;67857;89,3;76,798;4;0;;-1;2
008050650;Bridgestone 225/50 R 16  92 W   TL;ER 300 Ecopia MO # 04847;67858;94,9;81,614;4;0;;-1;2
008050730;Bridgestone 215/65 R 16  98 V   TL;Dueler H/P Sport AO # 04563;67875;80,7;69,402;4;0;;-1;2
008050770;Bridgestone 245/40 R 18  93 Y   TL;RE 050 A AUDI # 04256;67874;108,6;93,396;4;0;;-1;2
008050790;Bridgestone 205/55 R 16  91 V   TL;Ecopia EP 150 NISSAN # 04372;67886;56,4;48,504;4;0;;-1;2
008050880;Bridgestone 225/65 R 17 102 H   TL;Dueler H/T 687 # 06573;245878;94,8;81,528;4;0;;-1;2
008051420;Bridgestone 215/55 R 16  93 V   TL;ER 300 FORD # 04718;402066;95,6;82,216;4;0;;-1;2
008051440;Bridgestone 215/55 R 16  93 H   TL;ER 300 FORD # 04720;402068;90,7;78,002;4;0;;-1;2
008061480;Bridgestone 110/80 ZR19  (59W)  TL;BT 023 FRONT # 04871;401236;78,3;71,838;1;0;;-1;2
008061490;Bridgestone 190/55 ZR17  (75W)  TL;BT 023 GT REAR # 04872;401239;105,3;95,058;1;0;;-1;2
008062060;Bridgestone 195/55 R 16  87 H   TL;ER 300-2 RFT * # 04894;401240;82,6;71,036;4;0;;-1;2
008062200;Bridgestone 195/65 R 15  91 H   TL;A001 # 03654;65754;49,5;42,57;4;0;;-1;2
008062210;Bridgestone 195/55 R 15  85 H   TL;A001 # 03655;65758;70;60,2;4;0;;-1;2
008062220;Bridgestone 195/60 R 15  88 H   TL;A001 # 03660;65757;58;49,88;4;0;;-1;2
008063410;Bridgestone 385/55 R 22.5 160 K  (158L) 158L  TL;R 249 Ecopia # 04843;65651;445,5;372,6;2;0;;-1;2
008063450;Bridgestone 385/55 R 22.5 160 K  (158L) 158L  TL;M 788 3PMSF M+S # 04845;401276;436,7;365,24;2;0;;-1;2
008063560;Bridgestone 255/35 R 19  92 Y   TL;S001 RFT * # 04960;402252;230,1;197,886;4;0;;-1;2
008063600;Bridgestone 225/50 R 17  94 W   TL;S001 RFT * # 04955;402191;127,5;109,65;4;0;;-1;2
008063700;Bridgestone 225/50 R 17  94 H   TL;Dueler H/P Sport RFT * # 05096;402256;129,1;111,026;4;0;;-1;2
008063760;Bridgestone 225/55 R 16  95 W   TL;ER 300 A Ecopia * # 04953;402240;89,9;77,314;4;0;;-1;2
008063810;Bridgestone 225/55 R 16  95 W   TL;ER 300 MO # 04884;402112;101,4;87,204;4;0;;-1;2
008063820;Bridgestone 195/55 R 16  87 V   TL;ER 300 A Ecopia * # 04883;402207;76;65,36;4;0;;-1;2
008063830;Bridgestone 225/55 R 16 XL  99 W   TL;ER 300 MO # 04886;402113;88,1;75,766;4;0;;-1;2
008064670;Bridgestone 120/70 ZR18  (59W)  TL;BT 023 GT FRONT # 04874;402442;81;74,16;1;0;;-1;2
008064680;Bridgestone 120/70 ZR17  (58W)  TL;BT 023 G FRONT # 05029;402381;78,5;72,01;1;0;;-1;2
008064690;Bridgestone 160/60 ZR17  (69W)  TL;BT 023 G REAR # 05030;402425;101,4;91,704;1;0;;-1;2
008064700;Bridgestone 120/70 ZR17  (58W)  TL;BT 023 E FRONT # 05157;402380;79,7;73,042;1;0;;-1;2
008064740;Bridgestone 120/70 ZR17  (58W)  TL;S 20 SUZ FRONT # 05072;402386;82,5;75,45;1;0;;-1;2
008064770;Bridgestone 190/50 ZR17  (73W)  TL;S 20 E REAR # 05156;402436;111,9;100,734;1;0;;-1;2
008064780;Bridgestone 150/60 ZR17  (66W)  TL;S 20 REAR # 05165;402424;85,1;77,686;1;0;;-1;2
008064790;Bridgestone 160/60 ZR17  (69W)  TL;S 20 REAR # 05166;402427;91,8;83,448;1;0;;-1;2
008064800;Bridgestone 170/60 ZR17  (72W)  TL;S 20 REAR # 05167;402431;102;92,22;1;0;;-1;2
008064840;Bridgestone 200/50 ZR17  (75W)  TL;S 20 REAR # 05171;402440;119,2;107,012;1;0;;-1;2
008064850;Bridgestone 130/70 ZR16  (61W)  TL;S 20 FRONT # 05161;402355;82,5;75,45;1;0;;-1;2
008064860;Bridgestone 120/60 ZR17  (55W)  TL;S 20 FRONT # 05162;402377;67,5;62,55;1;0;;-1;2
008064930;Bridgestone 120/70 R 15  56 H   TL;SC FRONT # 05254;402353;76,1;69,946;1;0;;-1;2
008064940;Bridgestone 160/60 R 15  67 H   TL;SC REAR # 05255;402354;91,5;83,19;1;0;;-1;2
008064960;Bridgestone 120/70 R 14  55 H   TL;SC FRONT # 05256;402351;71,3;65,818;1;0;;-1;2
008064970;Bridgestone 160/60 R 14  65 H   TL;SC REAR # 05257;409827;87,8;80,008;1;0;;-1;2
008065010;Bridgestone 255/40 R 17  94 V   TL;RE 050 A I RFT * # 05122;210267;143,8;123,668;4;0;;-1;2
008065300;Bridgestone 235/65 R 17 XL 108 V   TL;Dueler H/P Sport VO P # 05118;402262;104,5;89,87;4;0;;-1;2
008065320;Bridgestone 245/35 R 20 XL  95 Y   TL;RE 050 A RFT * # 05355;402324;206,8;177,848;4;0;;-1;2
008065360;Bridgestone 245/40 R 18  93 Y   TL;RE 050 A AO # 05112;402132;108,6;93,396;4;0;;-1;2
008065380;Bridgestone 205/45 R 17  84 V   TL;RE 050 A # 05134;402134;94,7;81,442;4;0;;-1;2
008065460;Bridgestone 245/45 R 18  96 W   TL;RE 050 A Ecopia CHEVROLET # 05110;402131;124;106,64;4;0;;-1;2
008065470;Bridgestone 225/45 R 18  91 V   TL;RE 050 A OPEL # 05150;407974;114,2;98,212;4;0;;-1;2
008065480;Bridgestone 225/40 R 18  88 Y   TL;S001 RFT * # 05098;402258;119,2;102,512;4;0;;-1;2
008065490;Bridgestone 245/40 R 17  91 W   TL;S001 RFT * # 05100;402259;127,5;109,65;4;0;;-1;2
008065510;Bridgestone 255/40 R 19 XL 100 Y   TL;S001 AO # 05385;417389;147,7;127,022;4;0;;-1;2
008065540;Bridgestone 235/50 R 18  97 V   TL;S001 OPEL # 04946;402117;116,5;100,19;4;0;;-1;2
008065720;Bridgestone 225/45 R 17  91 V   TL;T001 MO # 05093;402128;74,4;63,984;4;0;;-1;2
008066040;Bridgestone 295/80 R 22.5 XL 154 M   TL;M 788 Evo 3PMSF M+S # 05104;217516;402,6;336,72;2;0;;-1;2
008066060;Bridgestone 225/40 R 18 XL  92 Y   TL;S001 MO # 05197;402142;85,1;73,186;4;0;;-1;2
008066150;Bridgestone 235/55 R 17  99 V   TL;S001 # 05094;416376;111,1;95,546;4;0;;-1;2
008066180;Bridgestone 315/70 R 22.5 154/150 L   TL;H-Drive 001 Ecopia 3PMSF M+S # 04950;239282;401,5;335,8;2;0;;-1;2
008066380;Bridgestone 215/40 R 17 XL  87 W   TL;S001 AO # 05114;408360;95;81,7;4;0;;-1;2
008066420;Bridgestone 255/35 R 19 XL  96 Y   TL;S001 MO # 05504;417390;145;124,7;4;0;;-1;2
008066440;Bridgestone 285/30 R 19 XL  98 Y   TL;S001 MO # 05507;417391;203,2;174,752;4;0;;-1;2
008066480;Bridgestone 255/50 R 19 103 W   TL;Dueler H/P Sport MO # 05540;416416;139,8;120,228;4;0;;-1;2
008066600;Bridgestone 205/50 R 17 XL  93 H   TL;LM 32 AO # 05490;412460;95,7;82,302;4;0;;-1;2
008066780;Bridgestone 225/55 R 17 XL 101 V   TL;LM 32 # 04985;408338;122,5;105,35;4;0;;-1;2
008067690;Bridgestone 205/55 R 16  91 H   TL;ER 300 OPEL # 05529;417356;56,4;48,504;4;0;;-1;2
008067750;Bridgestone 205/60 R 16  92 V   TL;ER 33 TOYOTA # 05659;416428;97,8;84,108;4;0;;-1;2
008067800;Bridgestone 225/55 R 16  95 W   TL;RE 002 # 05673;417375;83,7;71,982;4;0;;-1;2
008067950;Bridgestone 215/65 R 16  98 H   TL;LM 80 AO # 05492;253417;76,3;65,618;4;0;;-1;2
008068100;Bridgestone 205/55 R 16  91 V   TL;T001 AUR LHD # 06830;263021;59,9;51,514;4;0;;-1;2
008068370;Bridgestone 235/40 R 19 XL  96 Y   TL;RE 050 A LEXUS # 06551;258114;151,7;130,462;4;0;;-1;2
008068380;Bridgestone 315/80 R 22.5 156 L    TL;R-Drive 001 Ecopia 3PMSF M+S # 05390;239337;425,7;356,04;2;0;;-1;2
008068600;Bridgestone 315/70 R 22.5 154 L    TL;R-Drive 001 Ecopia 3PMSF M+S # 05968;264834;468,6;391,92;2;0;;-1;2
008068610;Bridgestone 295/80 R 22.5 152 M   TL;R-Drive 001 Ecopia 3PMSF M+S # 05970;263235;363;303,6;2;0;;-1;2
008068650;Bridgestone 190/650R 17   TL;V01 R MEDIUM # 05890;241942;161,1;143,046;1;0;;-1;2
008068660;Bridgestone 150/80 R 16  71 V   TL;E-Max FRONT # 06075;246950;118,6;106,496;1;0;;-1;2
008068670;Bridgestone 130/70 ZR18  (63W)  TL;E-Max FRONT # 06079;243947;92,5;84,05;1;0;;-1;2
008068680;Bridgestone 120/70 ZR19  (60W)  TL;E-Max FRONT # 06082;239579;97,8;88,608;1;0;;-1;2
008068690;Bridgestone 130/70 ZR17  (62W)  TL;E-Max FRONT # 06084;247024;103,3;93,338;1;0;;-1;2
008068700;Bridgestone 130/90 B 16  67 H   TL;E-Max FRONT # 06086;239580;86,9;79,234;1;0;;-1;2
008068730;Bridgestone 100/90 - 19  57 H   TL;E-Max FRONT # 06117;243944;71;65,56;1;0;;-1;2
008068740;Bridgestone 80 /90 - 21  48 H   TL;E-Max FRONT # 06121;242125;70,3;64,958;1;0;;-1;2
008068750;Bridgestone 110/90 - 18  61 H   TL;E-Max FRONT # 06125;239583;87,2;79,492;1;0;;-1;2
008068780;Bridgestone 80 /90 - 21  48 H   TT;E-Max FRONT # 06131;239584;70;64,7;1;0;;-1;2
008068790;Bridgestone 90 /90 - 21  54 H   TT;E-Max FRONT # 06133;242126;70,6;65,216;1;0;;-1;2
008068820;Bridgestone 200/50 ZR17  (75W)  TL;E-Max REAR # 06076;239577;156,2;138,832;1;0;;-1;2
008068830;Bridgestone 200/60 R 16  79 V   TL;E-Max REAR # 06077;239578;162,5;144,25;1;0;;-1;2
008068850;Bridgestone 170/60 ZR17  (72W)  TL;E-Max REAR # 06080;247025;116,5;104,69;1;0;;-1;2
008068860;Bridgestone 190/60 R 17  78 V   TL;E-Max REAR # 06081;246147;131,5;117,59;1;0;;-1;2
008068870;Bridgestone 180/70 R 16  77 V   TL;E-Max REAR # 06083;244145;125,9;112,774;1;0;;-1;2
008068880;Bridgestone 170/70 B 16  75 H   TL;E-Max REAR # 06087;244148;130,1;116,386;1;0;;-1;2
008068900;Bridgestone 150/80 B 16  71 H   TL;E-Max REAR # 06089;244172;102,9;92,994;1;0;;-1;2
008068910;Bridgestone 150/90 B 15  74 V   TL;E-Max REAR # 06090;246064;104,3;94,198;1;0;;-1;2
008068920;Bridgestone 150/80 B 16  71 H   TT;E-Max REAR # 06091;243953;102,9;92,994;1;0;;-1;2
008068930;Bridgestone 180/70 - 15  76 H   TL;E-Max REAR # 06118;239582;106;95,66;1;0;;-1;2
008068940;Bridgestone 140/90 - 15  70 H   TL;E-Max REAR # 06122;240073;86,6;78,976;1;0;;-1;2
008068950;Bridgestone 130/90 - 15  66 S   TL;E-Max REAR # 06126;242123;70,4;65,044;1;0;;-1;2
008068960;Bridgestone 150/80 - 15  70 H   TL;E-Max REAR # 06127;244170;94,5;85,77;1;0;;-1;2
008068970;Bridgestone 160/80 - 15  74 S   TT;E-Max REAR # 06129;252579;98,1;88,866;1;0;;-1;2
008068980;Bridgestone 140/90 - 15  70 H   TT;E-Max REAR # 06132;243780;85,4;77,944;1;0;;-1;2
008068990;Bridgestone 130/90 - 15  66 S   TT;E-Max REAR # 06137;239589;70,3;64,958;1;0;;-1;2
008069010;Bridgestone 180/55 ZR17  (73W)  TL;S 20 J REAR # 06162;239592;111,9;100,734;1;0;;-1;2
008069030;Bridgestone 200/60 R 16  79 H   TL;G 852 G # 06209;247542;169,4;150,184;1;0;;-1;2
008069060;Bridgestone 110/80 ZR19  (59W)  TL;T 30 FRONT # 06257;242778;87,1;79,406;1;0;;-1;2
008069110;Bridgestone 120/70 ZR18  (59W)  TL;T 30 GT FRONT # 06264;249982;90;81,9;1;0;;-1;2
008069170;Bridgestone 160/60 ZR18  (70W)  TL;T 30 REAR # 06269;239596;103;93,08;1;0;;-1;2
008069190;Bridgestone 170/60 ZR17  (72W)  TL;T 30 REAR # 06271;242773;115,4;103,744;1;0;;-1;2
008069230;Bridgestone 110/80 R 18  58 V   TL;BT 54 G FRONT # 06367;251346;83,1;75,966;1;0;;-1;2
008069240;Bridgestone 140/70 R 18  58 V   TL;BT 54 G REAR # 06368;251607;106,6;96,176;1;0;;-1;2
008069250;Bridgestone 110/70 ZR17  (54W)  TL;BT 016 PRO FRONT # 06369;253683;54,3;51,198;1;0;;-1;2
008069270;Bridgestone 130/70 ZR16  (61W)  TL;BT 016 PRO FRONT # 06372;239597;66,2;61,432;1;0;;-1;2
008069280;Bridgestone 150/60 ZR17  (66W)  TL;BT 016 PRO R REAR # 06373;239598;67,4;62,464;1;0;;-1;2
